国,地域,推定泊数_2019年,推定泊数_2019年差,部屋あたり人数_2019年,部屋あたり人数_2019年差,#,実人数 前年,実人数 前年 構成比,実人数 前年伸率 (客室数補正あり）,実人数 前年伸率 (客室数補正なし）,実人数 当年,実人数 当年 構成比,実人数_2019年,実人数_2019年伸率 （客室数補正あり）,実人数_2019年伸率 （客室数補正なし）,年,延べ人数 前年,延べ人数 前年 構成比,延べ人数 前年伸率 (客室数補正あり）,延べ人数 前年伸率 (客室数補正なし）,延べ人数 当年,延べ人数 当年 構成比,延べ人数_2019年,延べ人数_2019年伸率 （客室数補正あり）,延べ人数_2019年伸率 （客室数補正なし）,延べ部屋数 前年,延べ部屋数 前年 構成比,延べ部屋数 前年伸率 (客室数補正あり）,延べ部屋数 前年伸率 (客室数補正なし）,延べ部屋数 当年,延べ部屋数 当年 構成比,延べ部屋数_2019年,延べ部屋数_2019年伸率 （客室数補正あり）,延べ部屋数_2019年伸率 （客室数補正なし）,推定泊数 前年,推定泊数 前年差,推定泊数 当年,月,総客室数 (Sheet1),総客室数_2019年 (Sheet1),総客室数_前年 (Sheet1),部屋あたり人数_前年,部屋あたり人数_前年差,部屋あたり人数_当年
オランダ,ヨーロッパ,1.37,1.90,2.01,0.10,12,2023,0.009,0.198,0.208,2444,0.01,1316,-0.238924051,0.857142857,2025,5357,0.01,0.484,0.496,8013,0.013,3125,0.050818734,1.56416,2624,0.01,0.434,0.445,3792,0.014,1554,0,1.44015444,2.648047454,0.630594117,3.278641571,7月,578302,384992,573658,2.041539634,0.071593277,2.113132911
スイス,ヨーロッパ,1.71,1.24,2.06,0.00,14,1801,0.008,0.359,0.37,2467,0.01,904,-0.079788712,1.728982301,2025,5048,0.009,0.433,0.445,7293,0.012,2454,0.002117145,1.971882641,2246,0.009,0.561,0.574,3535,0.013,1192,0,1.965604027,2.802887285,0.153334847,2.956222132,7月,578302,384992,573658,2.247551202,-0.184467751,2.063083451
スウェーデン,ヨーロッパ,1.51,1.86,2.10,0.05,15,707,0.003,0.033,0.041,736,0.003,465,-0.236792691,0.582795699,2025,1812,0.003,0.358,0.369,2480,0.004,1168,0.023826809,1.123287671,851,0.003,0.342,0.353,1151,0.004,555,0,1.073873874,2.562942008,0.806623209,3.369565217,7月,578302,384992,573658,2.129259694,0.025388438,2.154648132
スペイン,ヨーロッパ,1.51,1.51,2.05,0.08,13,5453,0.024,0.381,0.392,7589,0.031,5609,-0.135300031,0.353004101,2025,15583,0.028,0.455,0.467,22864,0.038,14051,0.039947244,0.627215145,7550,0.029,0.407,0.419,10712,0.039,6846,0,0.564709319,2.857693013,0.155088645,3.012781658,7月,578302,384992,573658,2.06397351,0.070455168,2.134428678
ドイツ,ヨーロッパ,1.86,1.31,1.83,0.15,10,3343,0.015,0.033,0.041,3481,0.014,1265,-0.025391185,1.751778656,2025,9202,0.017,0.192,0.201,11055,0.018,3621,0.081302132,2.053024027,4675,0.018,0.184,0.194,5582,0.02,1977,0,1.823469904,2.75261741,0.423194139,3.175811548,7月,578302,384992,573658,1.968342246,0.012130703,1.980472949
フィンランド,ヨーロッパ,2.08,2.29,1.74,0.35,16,275,0.001,-0.419,-0.415,161,0.001,133,-0.155864439,0.210526316,2025,606,0.001,0.151,0.16,703,0.001,409,0.198588147,0.718826406,292,0.001,0.145,0.154,337,0.001,235,0,0.434042553,2.203636364,2.162823264,4.366459627,7月,578302,384992,573658,2.075342466,0.010710947,2.086053412
フランス,ヨーロッパ,1.79,1.49,2.01,0.18,9,4605,0.02,0.076,0.085,4997,0.02,3002,-0.073539123,0.664556962,2025,13410,0.024,0.21,0.22,16362,0.027,8361,0.089197380,0.956942949,6293,0.024,0.178,0.188,7476,0.027,4161,0,0.796683490,2.912052117,0.362312501,3.274364619,7月,578302,384992,573658,2.130939139,0.057664393,2.188603531
ヨーロッパ小計,ヨーロッパ,1.65,1.44,2.00,0.11,19,36306,0.158,0.234,0.244,45157,0.184,22678,-0.094216642,0.991224976,2025,100796,0.183,0.373,0.384,139500,0.232,60040,0.056908839,1.323451033,48919,0.19,0.337,0.347,65913,0.237,29983,0,1.198345729,2.77629042,0.312931627,3.089222048,7月,578302,384992,573658,2.060467303,0.055958895,2.116426198
ロシア,ヨーロッパ,3.03,0.00,1.73,0.25,17,556,0.002,1.086,1.103,1169,0.005,278,0.523324901,3.205035971,2025,1669,0.003,1.105,1.122,3541,0.006,1119,0.146353777,2.164432529,849,0.003,1.087,1.104,1786,0.006,647,0,1.760432767,3.001798561,0.027286127,3.029084688,7月,578302,384992,573658,1.965842167,0.016800610,1.982642777
その他,中南米,1.83,0.20,2.29,(0.28),6,1615,0.007,0.349,0.36,2197,0.009,580,0.220763072,2.787931034,2025,3199,0.006,0.388,0.399,4475,0.007,1644,-0.122755717,1.722019465,1587,0.006,0.395,0.406,2231,0.008,719,0,2.102920723,1.980804954,0.056063503,2.036868457,7月,578302,384992,573658,2.015752993,-0.009926010,2.005826983
ブラジル,中南米,1.81,1.30,2.44,0.01,5,1530,0.007,0.193,0.203,1840,0.007,889,-0.089882105,1.069741282,2025,4357,0.008,0.303,0.313,5722,0.01,2502,0.005639075,1.286970424,1767,0.007,0.309,0.319,2331,0.008,1025,0,1.274146341,2.847712418,0.262070190,3.109782609,7月,578302,384992,573658,2.465761177,-0.011020722,2.454740455
メキシコ,中南米,1.90,0.69,2.48,(0.16),4,3084,0.013,0.288,0.298,4003,0.016,1423,0.051656739,1.813070977,2025,8185,0.015,0.252,0.263,10334,0.017,4121,-0.062526151,1.507643776,3559,0.014,0.238,0.248,4443,0.016,1661,0,1.674894642,2.654020752,-0.072456925,2.581563827,7月,578302,384992,573658,2.299803316,0.026102604,2.325905919
南米小計,中南米,1.86,0.70,2.43,(0.15),7,6229,0.027,0.28,0.291,8040,0.033,2892,0.051214056,1.780082988,2025,15741,0.029,0.294,0.304,20531,0.034,8267,-0.060935194,1.483488569,6913,0.027,0.292,0.303,9005,0.032,3405,0,1.644640235,2.527050891,0.026556074,2.553606965,7月,578302,384992,573658,2.277014321,0.002941259,2.27995558
UAE,中東,1.20,1.24,1.70,0.60,36,322,0.001,-0.036,-0.028,313,0.001,96,0.221424975,2.260416667,2025,784,0.001,-0.036,-0.028,762,0.001,211,0.352901591,2.611374408,367,0.001,-0.105,-0.098,331,0.001,124,0,1.669354839,2.434782609,-0.000277816,2.434504792,7月,578302,384992,573658,2.136239782,0.165875022,2.302114804
その他,中東,2.05,0.70,1.96,0.12,39,537,0.002,0.142,0.151,618,0.003,186,0.177932014,2.322580645,2025,1466,0.003,0.152,0.161,1702,0.003,568,0.062321361,1.996478873,762,0.003,0.065,0.073,818,0.003,290,0,1.820689655,2.729981378,0.024063929,2.754045307,7月,578302,384992,573658,1.923884514,0.156800082,2.080684597
イスラエル,中東,1.18,1.97,1.86,0.35,34,881,0.004,0.103,0.112,980,0.004,354,-0.176651081,1.768361582,2025,1842,0.003,0.66,0.674,3083,0.005,772,0.187728917,2.993523316,904,0.004,0.527,0.54,1392,0.005,414,0,2.362318841,2.090805902,1.055112465,3.145918367,7月,578302,384992,573658,2.037610619,0.177188231,2.214798851
カタール,中東,(0.09),3.30,0.98,1.40,35,58,0,-0.213,-0.207,46,0,69,-0.311827957,-0.333333333,2025,156,0,-0.059,-0.051,148,0,63,1.424987199,1.349206349,67,0,-0.082,-0.075,62,0,64,0,-0.03125,2.689655172,0.527736132,3.217391304,7月,578302,384992,573658,2.328358209,0.058738565,2.387096774
サウジアラビア,中東,3.68,(0.96),2.40,(0.26),37,237,0.001,0.624,0.637,388,0.002,22,0.532047750,16.63636364,2025,724,0.001,0.447,0.459,1056,0.002,103,-0.109385113,9.252427184,346,0.001,0.419,0.431,495,0.002,43,0,10.51162791,3.054852321,-0.333202836,2.721649485,7月,578302,384992,573658,2.092485549,0.040847784,2.133333333
トルコ,中東,1.20,1.41,1.59,0.49,38,272,0.001,1.903,1.926,796,0.003,55,0.101028301,13.47272727,2025,655,0.001,2.152,2.177,2081,0.003,121,0.308382763,16.19834711,315,0.001,2.146,2.171,999,0.004,76,0,12.14473684,2.408088235,0.206233373,2.614321608,7月,578302,384992,573658,2.079365079,0.003718004,2.083083083
中東小計,中東,1.35,1.46,1.82,0.34,40,2307,0.01,0.351,0.362,3141,0.013,782,-0.008834048,3.016624041,2025,5627,0.01,0.557,0.57,8832,0.015,1838,0.185765321,3.805223069,2761,0.011,0.472,0.484,4097,0.015,1011,0,3.052423343,2.439098396,0.372744966,2.811843362,7月,578302,384992,573658,2.038029699,0.117694001,2.1557237
